QUESTION_ID	PARTICIPANT_ID	SCORE
Q1	68071744	4
Q1	604070891	4
Q1	218070529	4
Q1	604070835	4
Q1	434070894	4
Q1	434071049	4
Q1	404070329	4
Q1	404071070	4
Q1	788070482	4
Q1	566070467	4
Q1	434070636	4
Q1	818070511	4
Q1	818070258	4
Q1	788070954	4
Q1	434070491	4
Q1	716070619	4
Q1	434070280	3
Q1	434070539	3
Q1	404070015	4
Q1	818070183	4
Q1	504070329	4
Q1	716071183	4
Q1	788070378	4
Q1	434070172	4
Q1	788071119	4
Q1	434070705	3
Q1	566070091	3
Q1	788070416	3
Q1	818070603	4
Q1	788071187	4
Q1	818071042	4
Q1	818070237	4
Q1	231070458	4
Q1	231070731	4
Q1	434071072	4
Q1	788070975	4
Q1	434070079	4
Q1	404070964	4
Q1	404070746	4
Q1	716070587	4
Q1	434070229	4
Q1	716070968	4
Q1	716071213	4
Q1	566070687	4
Q1	630071118	4
Q1	124070696	4
Q1	484071250	4
Q1	124071478	4
Q1	124074829	4
Q1	558070334	4
Q1	484071177	4
Q1	484070301	4
Q1	558070151	4
Q1	484071011	4
Q1	840072850	4
Q1	484071076	4
Q1	124071008	4
Q1	320070283	3
Q1	124073018	4
Q1	630070493	4
Q1	630071078	4
Q1	558070611	4
Q1	558070257	4
Q1	558070117	4
Q1	124070910	4
Q1	124072164	4
Q1	124074636	4
Q1	484070400	3
Q1	558070304	4
Q1	484071234	4
Q1	320070572	4
Q1	320070563	4
Q1	558070830	4
Q1	484070817	4
Q1	320071184	4
Q1	558070906	3
Q1	484070522	3
Q1	124075236	4
Q1	124070985	4
Q1	558070780	4
Q1	558070937	4
Q1	124074421	4
Q1	558070895	4
Q1	124071381	4
Q1	554070452	4
Q1	36070791	4
Q1	554070454	4
Q1	36071305	4
Q1	36071068	4
Q1	554070861	4
Q1	36070815	4
Q1	36071455	4
Q1	554070133	4
Q1	36070923	4
Q1	554070853	4
Q1	36071114	4
Q1	36070421	4
Q1	36071084	3
Q1	36070148	3
Q1	554070913	3
Q1	554070992	4
Q1	554070205	4
Q1	554070895	4
Q1	554070506	4
Q1	36070626	4
Q1	36070300	4
Q1	36071598	4
Q1	36070868	4
Q1	554070165	4
Q1	36071788	4
Q1	36070621	3
Q1	36070522	4
Q1	36070870	4
Q1	36071165	4
Q2	608070097	3
Q2	702070734	4
Q2	392070125	4
Q2	364072376	4
Q2	496070317	4
Q2	158070268	4
Q2	446070647	4
Q2	586070200	4
Q2	446070864	
Q2	156070578	4
Q2	156070183	4
Q2	398071120	4
Q2	702071955	3
Q2	608070039	3
Q2	496070910	4
Q2	608070818	4
Q2	400070178	4
Q2	400070272	4
Q2	392071062	4
Q2	608070084	4
Q2	764070189	4
Q2	704071024	3
Q2	156071929	3
Q2	458070060	4
Q2	360072762	4
Q2	586071893	4
Q2	586071301	7
Q2	50070609	4
Q2	764070920	4
Q2	360071743	4
Q2	792070710	4
Q2	496071608	4
Q2	360073171	4
Q2	586071517	4
Q2	704070283	4
Q2	156070830	4
Q2	417070406	4
Q2	156072830	4
Q2	360072853	4
Q2	704070643	4
Q2	276071027	4
Q2	804070259	4
Q2	276070835	4
Q2	643070796	4
Q2	643071493	4
Q2	300070160	4
Q2	826070674	4
Q2	20070536	3
Q2	300070188	3
Q2	300070930	3
Q2	300070037	3
Q2	642070845	4
Q2	276070875	4
Q2	276070072	4
Q2	20070366	4
Q2	203071018	4
Q2	909070040	4
Q2	826071321	4
Q2	196070875	4
Q2	909070033	4
Q2	51070493	4
Q2	804071120	4
Q2	688070557	4
Q2	642070870	4
Q2	826071950	4
Q2	203071144	4
Q2	300071078	4
Q2	300070753	4
Q2	643071007	4
Q2	300070665	4
Q2	909070260	3
Q2	804070321	3
Q2	51070836	4
Q2	826070869	4
Q2	804070443	4
Q2	203070948	11
Q2	703070414	4
Q2	826071121	4
Q2	196070706	4
Q2	826070421	4
Q2	32070782	4
Q2	68071202	4
Q2	862070830	4
Q2	68071611	4
Q2	68070565	4
Q2	76070165	4
Q2	170070112	4
Q2	68070068	4
Q2	32070456	4
Q2	76070693	4
Q2	76070070	4
Q2	862070743	4
Q2	170077383	4
Q2	68071526	3
Q2	170076589	4
Q2	862070448	4
Q2	76071238	4
Q2	76071021	4
Q2	152070494	3
Q2	76071836	4
Q2	218070818	4
Q2	218070728	4
Q2	604070792	4
Q2	32070936	4
Q2	68070954	4
Q2	218070815	4
Q2	68070803	4
Q2	152070860	3
Q2	170074454	
Q2	218071176	4
Q2	76070252	4
Q2	68070025	4
Q2	604070889	4
Q2	862070540	4
Q2	76070764	4
Q2	76071787	4
Q2	604070594	4
Q2	76071779	4
Q2	32070930	4
Q2	604071105	3
Q2	716070476	4
Q2	404070859	4
Q2	434071155	4
Q2	434070596	4
Q2	716070233	4
Q2	818071061	3
Q2	788070242	3
Q2	818070221	4
Q2	788071083	4
Q2	504070463	4
Q2	434071120	4
Q2	504070379	4
Q2	434070438	3
Q2	434070862	3
Q2	504070250	3
Q2	404070723	3
Q2	404071226	3
Q2	404070775	3
Q2	716070126	3
Q2	404071230	3
Q2	716070374	4
Q2	231071012	4
Q2	504070006	4
Q2	566070119	3
Q2	504070331	3
Q2	788071187	3
Q2	404070991	4
Q2	231070595	4
Q2	231070195	3
Q2	818070575	4
Q2	434070101	4
Q2	818070806	4
Q2	231071104	4
Q2	716070844	4
Q2	434070079	3
Q2	716070755	11
Q2	231071060	11
Q2	566070429	11
Q2	716070503	4
Q2	818071085	3
Q2	630070410	3
Q2	124071461	4
Q2	840072401	4
Q2	840071392	4
Q2	840071929	4
Q2	558070137	4
Q2	484070309	4
Q2	484070715	4
Q2	484070446	4
Q2	484070427	4
Q2	320070697	3
Q2	124073119	4
Q2	124073563	4
Q2	124071434	4
Q2	484071204	3
Q2	558070128	4
Q2	630071171	4
Q2	840071155	4
Q2	558070389	4
Q2	484070457	4
Q2	484070552	4
Q2	124071921	4
Q2	558070996	4
Q2	484070400	4
Q2	484070506	4
Q2	558070467	4
Q2	558071124	4
Q2	558070946	4
Q2	484070504	4
Q2	320070442	3
Q2	558070889	3
Q2	320070322	4
Q2	558071051	4
Q2	124072809	4
Q2	320071174	4
Q2	558071035	3
Q2	124073609	4
Q2	558070457	11
Q2	124074397	11
Q2	124073640	11
Q2	36071381	4
Q2	554070452	4
Q2	554070746	4
Q2	554070620	4
Q2	554070691	3
Q2	554070133	3
Q2	36071455	3
Q2	554070861	3
Q2	36070409	4
Q2	36070923	3
Q2	36070266	4
Q2	36070714	4
Q2	554070647	4
Q2	554070237	4
Q2	36070902	4
Q2	554070913	4
Q2	554070399	4
Q2	554070992	4
Q2	554070334	3
Q2	36070894	4
Q2	36070300	4
Q2	36071069	4
Q2	36070073	4
Q2	36070240	4
Q2	554070060	4
Q2	554070036	4
Q2	36070522	4
Q2	36071156	4
Q2	36070870	3
Q2	36071797	4
Q3	410070959	4
Q3	364072161	4
Q3	446070563	4
Q3	422070939	4
Q3	446070852	4
Q3	792071858	4
Q3	702071743	4
Q3	702072002	4
Q3	586070525	4
Q3	344070537	3
Q3	422070669	4
Q3	608070774	3
Q3	792071094	4
Q3	446070178	3
Q3	344072042	3
Q3	462070771	3
Q3	156070507	3
Q3	586070273	4
Q3	410070175	4
Q3	410070920	4
Q3	104071173	4
Q3	762070522	4
Q3	400071105	4
Q3	156071493	3
Q3	762070199	3
Q3	764070900	3
Q3	360071159	3
Q3	50070101	3
Q3	104070046	3
Q3	50070406	4
Q3	392070086	4
Q3	417070789	4
Q3	392070180	4
Q3	156072630	4
Q3	764070488	4
Q3	792071934	3
Q3	608070584	3
Q3	360072382	3
Q3	764070700	3
Q3	156072885	4
Q3	642071099	4
Q3	804070575	3
Q3	826070365	4
Q3	51071166	3
Q3	804071200	4
Q3	643070637	4
Q3	276071396	4
Q3	804070458	3
Q3	300070738	4
Q3	643070851	4
Q3	20070124	4
Q3	300070148	3
Q3	300071084	3
Q3	528071466	3
Q3	688071163	4
Q3	528071222	4
Q3	51070202	3
Q3	528070067	3
Q3	276071259	4
Q3	703070185	4
Q3	804071120	3
Q3	688070245	4
Q3	642070506	4
Q3	688070166	3
Q3	528071504	4
Q3	642070752	4
Q3	196070079	4
Q3	300070423	4
Q3	196070298	1
Q3	643070626	4
Q3	300071169	3
Q3	826072313	3
Q3	528071819	3
Q3	826071632	4
Q3	196070849	4
Q3	826070421	3
Q3	826071095	3
Q3	826071676	3
Q3	51071198	3
Q3	826070052	3
Q3	68071549	3
Q3	152070128	3
Q3	170079118	4
Q3	68071202	4
Q3	152070551	4
Q3	32070535	4
Q3	604070358	4
Q3	68070635	4
Q3	76070871	3
Q3	68071042	3
Q3	604070169	3
Q3	170078226	4
Q3	604071214	4
Q3	76070615	4
Q3	68070525	4
Q3	32070066	4
Q3	68070102	4
Q3	76070379	4
Q3	76070059	3
Q3	152070570	4
Q3	218070048	4
Q3	862070168	3
Q3	170075711	3
Q3	68070006	4
Q3	170074414	3
Q3	152070849	3
Q3	604070426	4
Q3	76071356	4
Q3	32070928	3
Q3	68070385	4
Q3	32070965	3
Q3	218070637	3
Q3	68071684	4
Q3	68070117	4
Q3	170076402	4
Q3	68071414	4
Q3	170076609	4
Q3	170075521	3
Q3	152070844	3
Q3	76070411	4
Q3	504070098	3
Q3	788070797	3
Q3	434070682	3
Q3	788071085	4
Q3	716070037	4
Q3	504071001	4
Q3	231071038	4
Q3	231070962	4
Q3	504070916	4
Q3	504071115	4
Q3	716070719	4
Q3	434070952	3
Q3	504070650	3
Q3	788070335	4
Q3	404070091	3
Q3	434070941	4
Q3	504070325	3
Q3	716070038	4
Q3	788071150	4
Q3	404070684	4
Q3	504070110	4
Q3	566070760	3
Q3	818070428	4
Q3	818070698	4
Q3	818070849	3
Q3	231070458	3
Q3	818070039	4
Q3	231070408	4
Q3	716071125	4
Q3	404071234	4
Q3	434070079	4
Q3	818070789	4
Q3	716070439	3
Q3	818070699	4
Q3	404070567	4
Q3	716070536	4
Q3	716070915	
Q3	716070561	4
Q3	566070801	4
Q3	716070986	4
Q3	124073114	3
Q3	840071392	4
Q3	840071527	4
Q3	124070776	4
Q3	124072988	4
Q3	630071167	4
Q3	484071241	4
Q3	558070344	4
Q3	484071663	3
Q3	558070412	4
Q3	484070040	4
Q3	840073467	4
Q3	840073207	4
Q3	124076065	4
Q3	124070203	3
Q3	840073543	3
Q3	558070537	4
Q3	558070095	4
Q3	558070122	4
Q3	630070023	4
Q3	840072789	4
Q3	484070565	3
Q3	484070921	4
Q3	124073126	4
Q3	840073414	4
Q3	124072336	4
Q3	558070887	4
Q3	320071091	3
Q3	558070456	4
Q3	320071181	4
Q3	558070505	4
Q3	840073030	4
Q3	320071174	4
Q3	124074936	4
Q3	124075183	3
Q3	558070784	3
Q3	124071764	4
Q3	558070700	3
Q3	558070780	3
Q3	124073609	3
Q3	554070999	3
Q3	554070896	3
Q3	36070311	3
Q3	36070789	3
Q3	554070810	3
Q3	36070409	4
Q3	36071455	3
Q3	554070550	4
Q3	36070815	3
Q3	554070861	4
Q3	554070122	4
Q3	554070170	3
Q3	554070505	4
Q3	36071489	4
Q3	554070616	4
Q3	554070959	4
Q3	554070038	4
Q3	554070210	3
Q3	36070156	4
Q3	554070190	4
Q3	36070721	4
Q3	36070108	4
Q3	554070073	4
Q3	36070626	4
Q3	36071124	4
Q3	36071799	4
Q3	36071781	4
Q3	36071156	4
Q3	36071664	3
Q3	36071797	3
Q46	156071692	3
Q46	458070872	3
Q46	586070659	4
Q46	702070276	3
Q46	368071160	3
Q46	792070949	3
Q46	792072167	3
Q46	792071602	3
Q46	792072266	4
Q46	364071299	3
Q46	344071292	4
Q46	344071215	3
Q46	360072804	4
Q46	158070331	4
Q46	50071046	4
Q46	360070789	3
Q46	368070352	4
Q46	158070407	4
Q46	458070925	3
Q46	156070111	3
Q46	156071813	3
Q46	704070589	4
Q46	496071574	4
Q46	417070109	3
Q46	422070948	3
Q46	364071202	2
Q46	496071371	2
Q46	360072030	4
Q46	360071219	3
Q46	462070483	3
Q46	398071004	3
Q46	496071524	3
Q46	417070037	3
Q46	368071192	4
Q46	792072402	3
Q46	360070027	4
Q46	764070543	4
Q46	398070377	4
Q46	360070973	4
Q46	704070325	3
Q46	196070327	4
Q46	909070218	3
Q46	51070328	3
Q46	528070960	3
Q46	528071607	3
Q46	203070187	3
Q46	300071005	28
Q46	703070965	4
Q46	20070487	4
Q46	703070819	4
Q46	826070106	4
Q46	51070402	3
Q46	642070475	3
Q46	276070659	3
Q46	826070539	3
Q46	688070868	3
Q46	826070642	4
Q46	642070862	3
Q46	203071200	4
Q46	528070907	4
Q46	196070321	3
Q46	276071003	3
Q46	528071668	3
Q46	528070249	3
Q46	804070371	3
Q46	196070302	3
Q46	20070204	3
Q46	300070500	3
Q46	203070442	3
Q46	642070751	4
Q46	528071853	3
Q46	528071819	4
Q46	300070874	4
Q46	276071348	4
Q46	196070652	4
Q46	703070553	4
Q46	300070647	4
Q46	826072247	4
Q46	703070298	3
Q46	276071246	4
Q46	152070799	3
Q46	604070020	3
Q46	68071964	3
Q46	218071142	3
Q46	32070169	4
Q46	218070341	2
Q46	218070763	2
Q46	862071001	3
Q46	68071832	3
Q46	68071471	3
Q46	76071391	4
Q46	604070144	4
Q46	170071515	3
Q46	68070591	4
Q46	32070028	4
Q46	32070430	4
Q46	170076843	4
Q46	170076479	4
Q46	604071353	8
Q46	68070631	3
Q46	170070672	3
Q46	218071185	3
Q46	218071062	3
Q46	68071428	4
Q46	68070071	3
Q46	604070489	3
Q46	218071099	3
Q46	170075892	3
Q46	76070188	4
Q46	170075764	2
Q46	218070637	3
Q46	68071684	3
Q46	170076402	3
Q46	218070734	4
Q46	604070732	4
Q46	152070844	4
Q46	68070315	3
Q46	170074376	3
Q46	76071763	3
Q46	152070853	3
Q46	788070317	3
Q46	404070152	3
Q46	504070418	3
Q46	404070485	3
Q46	404070445	3
Q46	504071010	3
Q46	566070340	3
Q46	504070030	3
Q46	566070515	3
Q46	231070400	3
Q46	231070918	3
Q46	434070731	4
Q46	434070267	3
Q46	434070491	3
Q46	434070749	4
Q46	566071170	4
Q46	788070415	3
Q46	716070023	3
Q46	566070620	3
Q46	788070200	3
Q46	818070555	3
Q46	818070265	3
Q46	231070189	4
Q46	404070200	3
Q46	566070261	3
Q46	231070884	3
Q46	231070763	3
Q46	566070050	3
Q46	231070700	3
Q46	818071042	3
Q46	404070964	4
Q46	434070100	3
Q46	818070635	3
Q46	434070790	3
Q46	788070684	3
Q46	404070663	3
Q46	818070484	2
Q46	231070306	2
Q46	404071124	2
Q46	231071060	3
Q46	840071702	3
Q46	840072252	3
Q46	484070396	3
Q46	840071780	3
Q46	124070291	3
Q46	558070640	4
Q46	124075101	4
Q46	558070622	3
Q46	484070427	3
Q46	558070066	3
Q46	124072190	3
Q46	124073536	3
Q46	630071068	27
Q46	124070203	27
Q46	630070025	4
Q46	484070675	3
Q46	558070132	3
Q46	840072723	4
Q46	558070128	4
Q46	840072550	4
Q46	124070487	4
Q46	840071862	4
Q46	840072206	4
Q46	124070712	4
Q46	484071398	2
Q46	320070563	3
Q46	558071176	4
Q46	558070803	4
Q46	484071730	4
Q46	558070444	4
Q46	124071240	3
Q46	124072740	3
Q46	124072140	3
Q46	840073030	3
Q46	124070929	3
Q46	124074397	3
Q46	558070959	3
Q46	558070265	3
Q46	558070784	3
Q46	124071381	4
Q46	36070055	3
Q46	36070614	3
Q46	554070896	3
Q46	36071241	3
Q46	36071077	4
Q46	554070861	4
Q46	36070815	4
Q46	36070409	3
Q46	554070550	3
Q46	554070133	3
Q46	36070231	3
Q46	554070249	3
Q46	36071635	4
Q46	554070278	4
Q46	36071729	3
Q46	36071790	3
Q46	554070488	3
Q46	554070210	3
Q46	554070285	3
Q46	554070399	3
Q46	554070060	3
Q46	36070073	4
Q46	36071537	4
Q46	36070300	3
Q46	36070240	3
Q46	36071664	3
Q46	36071788	3
Q46	36071797	4
Q46	36070870	3
Q46	36071165	3
Q47	586070373	4
Q47	360071777	4
Q47	704070257	4
Q47	158071027	4
Q47	702071586	4
Q47	368070565	4
Q47	364071492	4
Q47	792070291	4
Q47	458071137	4
Q47	792071232	4
Q47	702071367	4
Q47	156071539	4
Q47	392070712	4
Q47	446070504	4
Q47	702071547	4
Q47	392070315	4
Q47	400070369	4
Q47	608070148	4
Q47	704070015	4
Q47	446070760	4
Q47	392071310	4
Q47	417070494	4
Q47	422070950	4
Q47	360071953	4
Q47	156072621	4
Q47	586071662	4
Q47	104070468	4
Q47	586071297	4
Q47	360071476	4
Q47	422070845	4
Q47	158071167	4
Q47	50071096	4
Q47	360072082	4
Q47	360072605	4
Q47	360072834	4
Q47	156072177	4
Q47	704070398	4
Q47	156070714	4
Q47	104070759	4
Q47	50070285	4
Q47	276071193	4
Q47	528070194	4
Q47	643070913	4
Q47	826071595	4
Q47	276070598	4
Q47	196070026	4
Q47	688071066	4
Q47	826071212	4
Q47	826070133	4
Q47	300070156	4
Q47	528070083	4
Q47	826071005	4
Q47	688071099	4
Q47	826071689	5
Q47	276071398	3
Q47	826070214	4
Q47	196070353	4
Q47	203071013	4
Q47	643071000	4
Q47	826071707	4
Q47	804070891	4
Q47	703070369	4
Q47	703071107	4
Q47	688070350	4
Q47	203070495	4
Q47	703070896	3
Q47	196070173	4
Q47	203071103	4
Q47	703070823	4
Q47	196070298	4
Q47	196070589	4
Q47	826071772	4
Q47	703071098	4
Q47	196070980	4
Q47	196070228	4
Q47	826071634	4
Q47	703070414	4
Q47	300070760	4
Q47	643071654	4
Q47	703070329	4
Q47	76070679	4
Q47	68071025	4
Q47	604070583	4
Q47	32070751	4
Q47	170077323	4
Q47	218070763	4
Q47	218071118	4
Q47	604070954	4
Q47	862071001	4
Q47	76071105	4
Q47	68070661	4
Q47	604070693	3
Q47	68070054	4
Q47	604070507	4
Q47	604070164	3
Q47	32070668	4
Q47	32070430	4
Q47	68071255	3
Q47	170074168	3
Q47	170073788	4
Q47	862070973	4
Q47	170075711	4
Q47	604071381	4
Q47	218071068	4
Q47	170075765	4
Q47	218070159	4
Q47	170076740	4
Q47	604071291	4
Q47	218070816	4
Q47	76071691	4
Q47	68070806	4
Q47	68071692	4
Q47	68070308	4
Q47	76070256	4
Q47	68070202	4
Q47	76071763	4
Q47	604071163	4
Q47	68070245	4
Q47	218070852	3
Q47	68070921	3
Q47	404070384	4
Q47	716071046	4
Q47	818070141	4
Q47	716071082	4
Q47	434070360	4
Q47	566070637	4
Q47	818070404	4
Q47	504070652	4
Q47	231070066	4
Q47	788071094	4
Q47	404070626	4
Q47	434070812	4
Q47	434070633	4
Q47	434070879	4
Q47	434070382	4
Q47	818070183	4
Q47	404070723	4
Q47	434070385	4
Q47	404071201	5
Q47	404070775	4
Q47	788071180	4
Q47	566070054	4
Q47	231070575	4
Q47	504070110	4
Q47	818070437	4
Q47	504070533	4
Q47	818071053	4
Q47	818070687	5
Q47	818070271	4
Q47	788070927	4
Q47	231070257	4
Q47	818070791	4
Q47	504070103	4
Q47	434070692	4
Q47	231070736	4
Q47	716070587	4
Q47	566070897	4
Q47	404070151	4
Q47	566070429	3
Q47	716070562	4
Q47	484071472	4
Q47	124072797	4
Q47	124072131	4
Q47	840072538	4
Q47	840071276	4
Q47	320071201	4
Q47	484071272	4
Q47	558070334	4
Q47	484071011	4
Q47	320071164	4
Q47	320070929	4
Q47	840073487	5
Q47	124072453	5
Q47	124073448	4
Q47	124072187	4
Q47	558070122	4
Q47	630070493	4
Q47	484070733	4
Q47	558070192	3
Q47	558070095	3
Q47	630070875	3
Q47	124074234	4
Q47	840071963	4
Q47	320070731	4
Q47	124072394	4
Q47	484070258	4
Q47	124073621	4
Q47	558071007	4
Q47	558070460	4
Q47	558070500	4
Q47	124071837	4
Q47	840073425	4
Q47	124070729	5
Q47	558071167	4
Q47	124071487	4
Q47	558071035	4
Q47	484070575	4
Q47	558070959	4
Q47	558070784	5
Q47	124075339	5
Q47	36070311	4
Q47	554070997	4
Q47	554070796	3
Q47	36070778	4
Q47	36070614	4
Q47	36070815	4
Q47	554070133	5
Q47	36071455	4
Q47	554070550	4
Q47	36070923	4
Q47	36071303	4
Q47	36070151	4
Q47	36071206	4
Q47	36071063	4
Q47	36071190	4
Q47	36071408	4
Q47	554070992	4
Q47	36071701	4
Q47	554070473	4
Q47	554070959	4
Q47	554070073	4
Q47	36070300	4
Q47	36071579	4
Q47	36071761	4
Q47	36071088	4
Q47	554070512	4
Q47	36070870	4
Q47	36071156	3
Q47	554070036	4
Q47	36071797	4
Q48	156070293	4
Q48	360070748	4
Q48	368070632	8
Q48	702070711	10
Q48	392070580	9
Q48	156070562	10
Q48	50070016	8
Q48	792070537	8
Q48	368070416	8
Q48	792072371	8
Q48	156071448	8
Q48	496070984	8
Q48	410070346	8
Q48	422071093	8
Q48	410071007	7
Q48	458070492	9
Q48	50070332	9
Q48	446070269	8
Q48	446070734	8
Q48	156070121	8
Q48	462070229	8
Q48	762070568	8
Q48	364071397	8
Q48	364071735	8
Q48	764070485	8
Q48	704071005	8
Q48	792070653	8
Q48	764071218	8
Q48	104071103	9
Q48	360071684	9
Q48	104071158	9
Q48	586072000	9
Q48	360070046	9
Q48	762071059	8
Q48	586071467	8
Q48	50070707	8
Q48	50070211	8
Q48	704070096	7
Q48	586071293	10
Q48	458070946	7
Q48	826070985	7
Q48	276071071	10
Q48	826071163	10
Q48	300070691	10
Q48	276070137	8
Q48	203070348	7
Q48	642070641	7
Q48	909070330	7
Q48	20070159	7
Q48	20070536	8
Q48	196070680	8
Q48	642070132	8
Q48	804070887	8
Q48	528070554	8
Q48	688070058	8
Q48	196070728	8
Q48	642070862	8
Q48	703071197	8
Q48	826072564	8
Q48	300070013	8
Q48	300070898	8
Q48	51070331	8
Q48	826072249	8
Q48	703070485	8
Q48	642070227	8
Q48	643071329	8
Q48	196070409	8
Q48	196070079	8
Q48	642071044	8
Q48	300070665	8
Q48	196070668	8
Q48	826070968	8
Q48	688070214	8
Q48	300070840	8
Q48	826072313	8
Q48	203070203	8
Q48	703070205	8
Q48	826071095	8
Q48	203070023	8
Q48	826070045	8
Q48	68071964	8
Q48	604071132	8
Q48	862070227	8
Q48	32070782	8
Q48	604070378	8
Q48	68070635	10
Q48	68070745	8
Q48	218070544	8
Q48	170074071	8
Q48	76071638	8
Q48	170075248	8
Q48	170071444	8
Q48	76071101	8
Q48	862070553	8
Q48	76070789	8
Q48	68071907	9
Q48	76070363	8
Q48	170075120	9
Q48	170073788	9
Q48	152070809	10
Q48	170071307	8
Q48	68071428	8
Q48	218071062	8
Q48	76071070	8
Q48	604071369	8
Q48	170077238	8
Q48	218070853	10
Q48	218070842	8
Q48	218070216	8
Q48	68070378	8
Q48	170075700	7
Q48	218070082	7
Q48	862070540	7
Q48	218070637	10
Q48	68070025	8
Q48	76070411	9
Q48	68071631	9
Q48	218070730	8
Q48	76070720	7
Q48	604070835	8
Q48	504070021	8
Q48	404070384	8
Q48	788071178	10
Q48	566070615	10
Q48	434070479	8
Q48	788070954	8
Q48	716070145	7
Q48	818070978	7
Q48	434070924	7
Q48	231070400	7
Q48	434070460	8
Q48	818070405	8
Q48	504070379	10
Q48	504070413	8
Q48	818070246	8
Q48	504070325	8
Q48	716070038	8
Q48	566071170	10
Q48	818070345	10
Q48	404070191	8
Q48	818070849	8
Q48	566070578	8
Q48	566071226	7
Q48	788070312	8
Q48	404070876	8
Q48	404070963	8
Q48	231070545	10
Q48	566070764	9
Q48	504070335	8
Q48	788070056	7
Q48	231070613	8
Q48	504070034	8
Q48	231070716	8
Q48	434070020	3
Q48	434070021	8
Q48	566070959	8
Q48	716070986	10
Q48	716070968	8
Q48	716070392	8
Q48	404070830	8
Q48	484070145	8
Q48	124072239	8
Q48	124070329	8
Q48	558070150	8
Q48	840071647	6
Q48	484070668	8
Q48	484071675	10
Q48	558070225	9
Q48	558070127	8
Q48	484071272	8
Q48	124071848	8
Q48	320070403	8
Q48	320070589	8
Q48	124071489	8
Q48	124071387	8
Q48	558070169	8
Q48	558071108	7
Q48	558070489	10
Q48	840073543	6
Q48	558070132	8
Q48	558071170	8
Q48	124074323	7
Q48	484070242	10
Q48	558070786	9
Q48	484070121	9
Q48	558070662	8
Q48	558070797	8
Q48	484070504	8
Q48	558070862	8
Q48	558070886	8
Q48	124070940	8
Q48	320071184	8
Q48	124072474	8
Q48	558071071	8
Q48	840071979	8
Q48	484071258	8
Q48	558071100	8
Q48	124074397	8
Q48	124074421	8
Q48	558070960	8
Q48	554070751	6
Q48	36070966	8
Q48	36070055	8
Q48	554070452	8
Q48	36070335	8
Q48	554070133	8
Q48	554070550	10
Q48	36070409	10
Q48	36071455	10
Q48	36070923	10
Q48	36070502	10
Q48	554070176	8
Q48	36071536	8
Q48	36071084	8
Q48	36070246	8
Q48	554070205	10
Q48	554070488	10
Q48	36071408	10
Q48	36070553	10
Q48	554070432	8
Q48	36070463	8
Q48	36070651	8
Q48	36071598	8
Q48	36070108	8
Q48	36070626	8
Q48	36071623	8
Q48	36070870	8
Q48	36070621	10
Q48	36071557	8
Q48	36071664	8
Q57	344071814	8
Q57	104070001	8
Q57	586070263	1
Q57	704070047	1
Q57	608070780	1
Q57	702072008	1
Q57	792070366	1
Q57	702070392	1
Q57	462070807	2
Q57	792071225	1
Q57	422070316	1
Q57	158071154	1
Q57	364072272	1
Q57	792070571	1
Q57	702071835	2
