QUESTION_ID	PARTICIPANT_ID	SCORE
Q2	484070457	3
Q2	484070552	3
Q2	124071921	4
Q2	558070996	3
Q2	484070400	3
Q2	484070506	3
Q2	558070467	2
Q2	558071124	2
Q2	558070946	2
Q2	484070504	3
Q2	320070442	2
Q2	558070889	3
Q2	320070322	4
Q2	558071051	3
Q2	124072809	3
Q2	320071174	4
Q2	558071035	3
Q2	124073609	3
Q2	558070457	3
Q2	124074397	3
Q2	124073640	3
Q2	36071381	3
Q2	554070452	4
Q2	554070746	4
Q2	554070620	3
Q2	554070691	4
Q2	554070133	2
Q2	36071455	3
Q2	554070861	2
Q2	36070409	3
Q2	36070923	3
Q2	36070266	3
Q2	36070714	3
Q2	554070647	3
Q2	554070237	3
Q2	36070902	3
Q2	554070913	3
Q2	554070399	3
Q2	554070992	3
Q2	554070334	3
Q2	36070894	3
Q2	36070300	4
Q2	36071069	4
Q2	36070073	4
Q2	36070240	4
Q2	554070060	4
Q2	554070036	3
Q2	36070522	4
Q2	36071156	4
Q2	36070870	3
Q2	36071797	4
Q3	410070959	3
Q3	364072161	3
Q3	446070563	3
Q3	422070939	3
Q3	446070852	3
Q3	792071858	3
Q3	702071743	3
Q3	702072002	2
Q3	586070525	2
Q3	344070537	3
Q3	422070669	3
Q3	608070774	3
Q3	792071094	3
Q3	446070178	3
Q3	344072042	1
Q3	462070771	3
Q3	156070507	3
Q3	586070273	3
Q3	410070175	3
Q3	410070920	3
Q3	104071173	2
Q3	762070522	
Q3	400071105	3
Q3	156071493	3
Q3	762070199	
Q3	764070900	2
Q3	360071159	3
Q3	50070101	3
Q3	104070046	2
Q3	50070406	2
Q3	392070086	
Q3	417070789	3
Q3	392070180	
Q3	156072630	3
Q3	764070488	3
Q3	792071934	3
Q3	608070584	3
Q3	360072382	3
Q3	764070700	3
Q3	156072885	3
Q3	642071099	3
Q3	804070575	3
Q3	826070365	3
Q3	51071166	
Q3	804071200	3
Q3	643070637	2
Q3	276071396	3
Q3	804070458	2
Q3	300070738	3
Q3	643070851	2
Q3	20070124	3
Q3	300070148	3
Q3	300071084	3
Q3	528071466	3
Q3	688071163	3
Q3	528071222	3
Q3	51070202	3
Q3	528070067	3
Q3	276071259	3
Q3	703070185	3
Q3	804071120	3
Q3	688070245	3
Q3	642070506	3
Q3	688070166	3
Q3	528071504	3
Q3	642070752	2
Q3	196070079	3
Q3	300070423	3
Q3	196070298	3
Q3	643070626	3
Q3	300071169	3
Q3	826072313	3
Q3	528071819	3
Q3	826071632	3
Q3	196070849	3
Q3	826070421	3
Q3	826071095	3
Q3	826071676	3
Q3	51071198	3
Q3	826070052	3
Q3	68071549	3
Q3	152070128	3
Q3	170079118	3
Q3	68071202	3
Q3	152070551	3
Q3	32070535	2
Q3	604070358	3
Q3	68070635	3
Q3	76070871	2
Q3	68071042	3
Q3	604070169	3
Q3	170078226	3
Q3	604071214	3
Q3	76070615	3
Q3	68070525	3
Q3	32070066	2
Q3	68070102	3
Q3	76070379	3
Q3	76070059	3
Q3	152070570	3
Q3	218070048	3
Q3	862070168	3
Q3	170075711	3
Q3	68070006	3
Q3	170074414	3
Q3	152070849	3
Q3	604070426	2
Q3	76071356	3
Q3	32070928	3
Q3	68070385	2
Q3	32070965	3
Q3	218070637	3
Q3	68071684	3
Q3	68070117	3
Q3	170076402	3
Q3	68071414	3
Q3	170076609	3
Q3	170075521	3
Q3	152070844	3
Q3	76070411	3
Q3	504070098	3
Q3	788070797	3
Q3	434070682	3
Q3	788071085	3
Q3	716070037	3
Q3	504071001	2
Q3	231071038	2
Q3	231070962	2
Q3	504070916	3
Q3	504071115	3
Q3	716070719	3
Q3	434070952	3
Q3	504070650	3
Q3	788070335	3
Q3	404070091	3
Q3	434070941	3
Q3	504070325	3
Q3	716070038	3
Q3	788071150	3
Q3	404070684	3
Q3	504070110	3
Q3	566070760	3
Q3	818070428	3
Q3	818070698	3
Q3	818070849	3
Q3	231070458	3
Q3	818070039	3
Q3	231070408	3
Q3	716071125	2
Q3	404071234	3
Q3	434070079	3
Q3	818070789	3
Q3	716070439	3
Q3	818070699	3
Q3	404070567	3
Q3	716070536	3
Q3	716070915	3
Q3	716070561	3
Q3	566070801	2
Q3	716070986	3
Q3	124073114	4
Q3	840071392	4
Q3	840071527	4
Q3	124070776	3
Q3	124072988	4
Q3	630071167	3
Q3	484071241	3
Q3	558070344	3
Q3	484071663	3
Q3	558070412	3
Q3	484070040	3
Q3	840073467	3
Q3	840073207	3
Q3	124076065	3
Q3	124070203	3
Q3	840073543	3
Q3	558070537	3
Q3	558070095	3
Q3	558070122	3
Q3	630070023	3
Q3	840072789	3
Q3	484070565	3
Q3	484070921	3
Q3	124073126	3
Q3	840073414	3
Q3	124072336	3
Q3	558070887	3
Q3	320071091	2
Q3	558070456	3
Q3	320071181	2
Q3	558070505	3
Q3	840073030	3
Q3	320071174	3
Q3	124074936	3
Q3	124075183	3
Q3	558070784	3
Q3	124071764	3
Q3	558070700	3
Q3	558070780	3
Q3	124073609	3
Q3	554070999	3
Q3	554070896	4
Q3	36070311	3
Q3	36070789	4
Q3	554070810	4
Q3	36070409	3
Q3	36071455	3
Q3	554070550	3
Q3	36070815	3
Q3	554070861	3
Q3	554070122	3
Q3	554070170	3
Q3	554070505	3
Q3	36071489	3
Q3	554070616	3
Q3	554070959	3
Q3	554070038	3
Q3	554070210	3
Q3	36070156	3
Q3	554070190	3
Q3	36070721	3
Q3	36070108	3
Q3	554070073	3
Q3	36070626	3
Q3	36071124	3
Q3	36071799	3
Q3	36071781	3
Q3	36071156	3
Q3	36071664	3
Q3	36071797	3
Q46	156071692	4
Q46	458070872	3
Q46	586070659	4
Q46	702070276	3
Q46	368071160	4
Q46	792070949	3
Q46	792072167	3
Q46	792071602	3
Q46	792072266	3
Q46	364071299	3
Q46	344071292	3
Q46	344071215	3
Q46	360072804	3
Q46	158070331	3
Q46	50071046	4
Q46	360070789	3
Q46	368070352	3
Q46	158070407	3
Q46	458070925	3
Q46	156070111	3
Q46	156071813	3
Q46	704070589	3
Q46	496071574	3
Q46	417070109	3
Q46	422070948	3
Q46	364071202	3
Q46	496071371	2
Q46	360072030	3
Q46	360071219	3
Q46	462070483	3
Q46	398071004	4
Q46	496071524	4
Q46	417070037	3
Q46	368071192	2
Q46	792072402	4
Q46	360070027	3
Q46	764070543	3
Q46	398070377	3
Q46	360070973	3
Q46	704070325	3
Q46	196070327	3
Q46	909070218	3
Q46	51070328	4
Q46	528070960	3
Q46	528071607	3
Q46	203070187	3
Q46	300071005	3
Q46	703070965	3
Q46	20070487	3
Q46	703070819	3
Q46	826070106	3
Q46	51070402	
Q46	642070475	3
Q46	276070659	4
Q46	826070539	3
Q46	688070868	3
Q46	826070642	3
Q46	642070862	3
Q46	203071200	3
Q46	528070907	2
Q46	196070321	3
Q46	276071003	3
Q46	528071668	3
Q46	528070249	3
Q46	804070371	3
Q46	196070302	3
Q46	20070204	3
Q46	300070500	3
Q46	203070442	3
Q46	642070751	3
Q46	528071853	3
Q46	528071819	3
Q46	300070874	4
Q46	276071348	4
Q46	196070652	3
Q46	703070553	3
Q46	300070647	3
Q46	826072247	3
Q46	703070298	3
Q46	276071246	3
Q46	152070799	4
Q46	604070020	4
Q46	68071964	4
Q46	218071142	3
Q46	32070169	4
Q46	218070341	3
Q46	218070763	3
Q46	862071001	3
Q46	68071832	2
Q46	68071471	2
Q46	76071391	3
Q46	604070144	4
Q46	170071515	4
Q46	68070591	3
Q46	32070028	3
Q46	32070430	3
Q46	170076843	3
Q46	170076479	3
Q46	604071353	3
Q46	68070631	3
Q46	170070672	3
Q46	218071185	3
Q46	218071062	3
Q46	68071428	3
Q46	68070071	3
Q46	604070489	3
Q46	218071099	3
Q46	170075892	
Q46	76070188	3
Q46	170075764	3
Q46	218070637	4
Q46	68071684	3
Q46	170076402	4
Q46	218070734	4
Q46	604070732	4
Q46	152070844	3
Q46	68070315	3
Q46	170074376	3
Q46	76071763	3
Q46	152070853	3
Q46	788070317	4
Q46	404070152	3
Q46	504070418	3
Q46	404070485	4
Q46	404070445	4
Q46	504071010	3
Q46	566070340	3
Q46	504070030	3
Q46	566070515	3
Q46	231070400	3
Q46	231070918	3
Q46	434070731	3
Q46	434070267	3
Q46	434070491	3
Q46	434070749	3
Q46	566071170	3
Q46	788070415	3
Q46	716070023	3
Q46	566070620	3
Q46	788070200	3
Q46	818070555	3
Q46	818070265	3
Q46	231070189	3
Q46	404070200	3
Q46	566070261	3
Q46	231070884	3
Q46	231070763	3
Q46	566070050	3
Q46	231070700	3
Q46	818071042	3
Q46	404070964	3
Q46	434070100	3
Q46	818070635	4
Q46	434070790	3
Q46	788070684	3
Q46	404070663	3
Q46	818070484	2
Q46	231070306	3
Q46	404071124	3
Q46	231071060	3
Q46	840071702	4
Q46	840072252	3
Q46	484070396	4
Q46	840071780	3
Q46	124070291	3
Q46	558070640	3
Q46	124075101	2
Q46	558070622	3
Q46	484070427	3
Q46	558070066	3
Q46	124072190	4
Q46	124073536	3
Q46	630071068	3
Q46	124070203	4
Q46	630070025	4
Q46	484070675	3
Q46	558070132	3
Q46	840072723	3
Q46	558070128	3
Q46	840072550	3
Q46	124070487	3
Q46	840071862	
Q46	840072206	3
Q46	124070712	3
Q46	484071398	3
Q46	320070563	2
Q46	558071176	3
Q46	558070803	3
Q46	484071730	
Q46	558070444	3
Q46	124071240	3
Q46	124072740	3
Q46	124072140	3
Q46	840073030	3
Q46	124070929	3
Q46	124074397	3
Q46	558070959	3
Q46	558070265	3
Q46	558070784	3
Q46	124071381	3
Q46	36070055	3
Q46	36070614	4
Q46	554070896	3
Q46	36071241	3
Q46	36071077	3
Q46	554070861	3
Q46	36070815	3
Q46	36070409	3
Q46	554070550	3
Q46	554070133	3
Q46	36070231	4
Q46	554070249	4
Q46	36071635	4
Q46	554070278	4
Q46	36071729	4
Q46	36071790	3
Q46	554070488	3
Q46	554070210	3
Q46	554070285	3
Q46	554070399	3
Q46	554070060	3
Q46	36070073	3
Q46	36071537	3
Q46	36070300	3
Q46	36070240	3
Q46	36071664	3
Q46	36071788	3
Q46	36071797	3
Q46	36070870	4
Q46	36071165	3
Q47	586070373	4
Q47	360071777	4
Q47	704070257	4
Q47	158071027	3
Q47	702071586	4
Q47	368070565	3
Q47	364071492	3
Q47	792070291	3
Q47	458071137	3
Q47	792071232	3
Q47	702071367	4
Q47	156071539	4
Q47	392070712	4
Q47	446070504	4
Q47	702071547	4
Q47	392070315	3
Q47	400070369	3
Q47	608070148	3
Q47	704070015	3
Q47	446070760	3
Q47	392071310	4
Q47	417070494	3
Q47	422070950	3
Q47	360071953	3
Q47	156072621	3
Q47	586071662	3
Q47	104070468	3
Q47	586071297	3
Q47	360071476	3
Q47	422070845	3
Q47	158071167	4
Q47	50071096	3
Q47	360072082	3
Q47	360072605	3
Q47	360072834	3
Q47	156072177	4
Q47	704070398	3
Q47	156070714	4
Q47	104070759	3
Q47	50070285	4
Q47	276071193	4
Q47	528070194	4
Q47	643070913	4
Q47	826071595	4
Q47	276070598	3
Q47	196070026	3
Q47	688071066	3
Q47	826071212	3
Q47	826070133	3
Q47	300070156	3
Q47	528070083	4
Q47	826071005	4
Q47	688071099	4
Q47	826071689	4
Q47	276071398	4
Q47	826070214	3
Q47	196070353	3
Q47	203071013	
Q47	643071000	3
Q47	826071707	3
Q47	804070891	3
Q47	703070369	4
Q47	703071107	4
Q47	688070350	
Q47	203070495	4
Q47	703070896	3
Q47	196070173	3
Q47	203071103	3
Q47	703070823	3
Q47	196070298	3
Q47	196070589	3
Q47	826071772	3
Q47	703071098	4
Q47	196070980	4
Q47	196070228	3
Q47	826071634	3
Q47	703070414	3
Q47	300070760	3
Q47	643071654	3
Q47	703070329	3
Q47	76070679	4
Q47	68071025	3
Q47	604070583	4
Q47	32070751	4
Q47	170077323	4
Q47	218070763	3
Q47	218071118	3
Q47	604070954	3
Q47	862071001	3
Q47	76071105	3
Q47	68070661	3
Q47	604070693	3
Q47	68070054	3
Q47	604070507	3
Q47	604070164	3
Q47	32070668	3
Q47	32070430	3
Q47	68071255	3
Q47	170074168	3
Q47	170073788	3
Q47	862070973	3
Q47	170075711	4
Q47	604071381	3
Q47	218071068	3
Q47	170075765	4
Q47	218070159	3
Q47	170076740	3
Q47	604071291	3
Q47	218070816	3
Q47	76071691	3
Q47	68070806	3
Q47	68071692	3
Q47	68070308	3
Q47	76070256	3
Q47	68070202	3
Q47	76071763	3
Q47	604071163	4
Q47	68070245	3
Q47	218070852	3
Q47	68070921	3
Q47	404070384	4
Q47	716071046	3
Q47	818070141	4
Q47	716071082	
Q47	434070360	3
Q47	566070637	3
Q47	818070404	3
Q47	504070652	3
Q47	231070066	3
Q47	788071094	3
Q47	404070626	3
Q47	434070812	4
Q47	434070633	4
Q47	434070879	4
Q47	434070382	4
Q47	818070183	3
Q47	404070723	3
Q47	434070385	3
Q47	404071201	3
Q47	404070775	3
Q47	788071180	3
Q47	566070054	3
Q47	231070575	3
Q47	504070110	3
Q47	818070437	4
Q47	504070533	3
Q47	818071053	3
Q47	818070687	3
Q47	818070271	3
Q47	788070927	3
Q47	231070257	3
Q47	818070791	3
Q47	504070103	3
Q47	434070692	3
Q47	231070736	3
Q47	716070587	4
Q47	566070897	3
Q47	404070151	3
Q47	566070429	3
Q47	716070562	4
Q47	484071472	4
Q47	124072797	
Q47	124072131	
Q47	840072538	4
Q47	840071276	4
Q47	320071201	3
Q47	484071272	3
Q47	558070334	3
Q47	484071011	3
Q47	320071164	3
Q47	320070929	3
Q47	840073487	4
Q47	124072453	4
Q47	124073448	4
Q47	124072187	4
Q47	558070122	3
Q47	630070493	4
Q47	484070733	3
Q47	558070192	3
Q47	558070095	3
Q47	630070875	3
Q47	124074234	4
Q47	840071963	3
Q47	320070731	3
Q47	124072394	4
Q47	484070258	3
Q47	124073621	3
Q47	558071007	3
Q47	558070460	3
Q47	558070500	3
Q47	124071837	4
Q47	840073425	4
Q47	124070729	3
Q47	558071167	3
Q47	124071487	3
Q47	558071035	3
Q47	484070575	3
Q47	558070959	3
Q47	558070784	3
Q47	124075339	4
Q47	36070311	4
Q47	554070997	
Q47	554070796	4
Q47	36070778	4
Q47	36070614	4
Q47	36070815	3
Q47	554070133	3
Q47	36071455	3
Q47	554070550	3
Q47	36070923	3
Q47	36071303	4
Q47	36070151	4
Q47	36071206	4
Q47	36071063	4
Q47	36071190	4
Q47	36071408	3
Q47	554070992	3
Q47	36071701	3
Q47	554070473	3
Q47	554070959	3
Q47	554070073	4
Q47	36070300	3
Q47	36071579	3
Q47	36071761	4
Q47	36071088	4
Q47	554070512	3
Q47	36070870	4
Q47	36071156	3
Q47	554070036	3
Q47	36071797	3
Q48	156070293	6
Q48	360070748	6
Q48	368070632	6
Q48	702070711	6
Q48	392070580	6
Q48	156070562	6
Q48	50070016	5
Q48	792070537	3
Q48	368070416	3
Q48	792072371	3
Q48	156071448	6
Q48	496070984	7
Q48	410070346	8
Q48	422071093	7
Q48	410071007	8
Q48	458070492	6
Q48	50070332	6
Q48	446070269	6
Q48	446070734	6
Q48	156070121	6
Q48	462070229	6
Q48	762070568	5
Q48	364071397	6
Q48	364071735	6
Q48	764070485	5
Q48	704071005	5
Q48	792070653	5
Q48	764071218	5
Q48	104071103	5
Q48	360071684	5
Q48	104071158	4
Q48	586072000	6
Q48	360070046	4
Q48	762071059	7
Q48	586071467	6
Q48	50070707	6
Q48	50070211	6
Q48	704070096	6
Q48	586071293	6
Q48	458070946	5
Q48	826070985	6
Q48	276071071	6
Q48	826071163	7
Q48	300070691	6
Q48	276070137	7
Q48	203070348	3
Q48	642070641	3
Q48	909070330	5
Q48	20070159	3
Q48	20070536	3
Q48	196070680	6
Q48	642070132	6
Q48	804070887	7
Q48	528070554	7
Q48	688070058	7
Q48	196070728	6
Q48	642070862	5
Q48	703071197	6
Q48	826072564	6
Q48	300070013	6
Q48	300070898	6
Q48	51070331	5
Q48	826072249	6
Q48	703070485	6
Q48	642070227	6
Q48	643071329	5
Q48	196070409	5
Q48	196070079	5
Q48	642071044	5
Q48	300070665	5
Q48	196070668	6
Q48	826070968	6
Q48	688070214	6
Q48	300070840	6
Q48	826072313	6
Q48	203070203	4
Q48	703070205	5
Q48	826071095	6
Q48	203070023	4
Q48	826070045	6
Q48	68071964	6
Q48	604071132	6
Q48	862070227	6
Q48	32070782	6
Q48	604070378	7
Q48	68070635	3
Q48	68070745	3
Q48	218070544	6
Q48	170074071	6
Q48	76071638	3
Q48	170075248	7
Q48	170071444	7
Q48	76071101	7
Q48	862070553	7
Q48	76070789	7
Q48	68071907	6
Q48	76070363	6
Q48	170075120	6
Q48	170073788	6
Q48	152070809	6
Q48	170071307	6
Q48	68071428	5
Q48	218071062	4
Q48	76071070	6
Q48	604071369	6
Q48	170077238	3
Q48	218070853	5
Q48	218070842	5
Q48	218070216	5
Q48	68070378	5
Q48	170075700	6
Q48	218070082	5
Q48	862070540	7
Q48	218070637	6
Q48	68070025	7
Q48	76070411	5
Q48	68071631	5
Q48	218070730	4
Q48	76070720	5
Q48	604070835	5
Q48	504070021	6
Q48	404070384	6
Q48	788071178	7
Q48	566070615	6
Q48	434070479	6
Q48	788070954	5
Q48	716070145	5
Q48	818070978	5
Q48	434070924	5
Q48	231070400	5
Q48	434070460	5
Q48	818070405	6
Q48	504070379	6
Q48	504070413	6
Q48	818070246	7
Q48	504070325	5
Q48	716070038	6
Q48	566071170	6
Q48	818070345	6
Q48	404070191	6
Q48	818070849	6
Q48	566070578	5
Q48	566071226	5
Q48	788070312	6
Q48	404070876	6
Q48	404070963	5
Q48	231070545	5
Q48	566070764	5
Q48	504070335	3
Q48	788070056	3
Q48	231070613	6
Q48	504070034	4
Q48	231070716	6
Q48	434070020	5
Q48	434070021	5
Q48	566070959	5
Q48	716070986	6
Q48	716070968	6
Q48	716070392	6
Q48	404070830	6
Q48	484070145	6
Q48	124072239	6
Q48	124070329	6
Q48	558070150	6
Q48	840071647	7
Q48	484070668	5
Q48	484071675	5
Q48	558070225	5
Q48	558070127	5
Q48	484071272	5
Q48	124071848	7
Q48	320070403	7
Q48	320070589	7
Q48	124071489	7
Q48	124071387	7
Q48	558070169	6
Q48	558071108	6
Q48	558070489	6
Q48	840073543	6
Q48	558070132	6
Q48	558071170	6
Q48	124074323	6
Q48	484070242	6
Q48	558070786	6
Q48	484070121	6
Q48	558070662	5
Q48	558070797	5
Q48	484070504	5
Q48	558070862	5
Q48	558070886	5
Q48	124070940	6
Q48	320071184	6
Q48	124072474	6
Q48	558071071	7
Q48	840071979	6
Q48	484071258	4
Q48	558071100	6
Q48	124074397	4
Q48	124074421	4
Q48	558070960	6
Q48	554070751	7
Q48	36070966	7
Q48	36070055	7
Q48	554070452	7
Q48	36070335	7
Q48	554070133	5
Q48	554070550	3
Q48	36070409	3
Q48	36071455	3
Q48	36070923	3
Q48	36070502	8
Q48	554070176	7
Q48	36071536	8
Q48	36071084	8
Q48	36070246	8
Q48	554070205	6
Q48	554070488	6
Q48	36071408	6
Q48	36070553	6
Q48	554070432	6
Q48	36070463	6
Q48	36070651	6
Q48	36071598	6
Q48	36070108	6
Q48	36070626	6
Q48	36071623	6
Q48	36070870	7
Q48	36070621	6
Q48	36071557	6
Q48	36071664	6
Q57	344071814	1
Q57	104070001	1
Q57	586070263	1
Q57	704070047	1
Q57	608070780	1
Q57	702072008	1
Q57	792070366	
Q57	702070392	1
Q57	462070807	1
Q57	792071225	1
Q57	422070316	1
Q57	158071154	1
Q57	364072272	1
Q57	792070571	1
Q57	702071835	1
Q57	360072949	1
